Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,MA20,MA50,Volatility
2010-03-16,14.059809684753418,14.224724769592285,14.03303337097168,14.144144058227539,14.1279296875,137122740,0.003586752705374785,13.761495923995971,13.939177303314208,0.012912080560923241
2010-03-17,14.221721649169922,14.300551414489746,14.120369911193848,14.153153419494629,14.13692855834961,132731136,0.0006369560897214743,13.795678424835206,13.908586807250977,0.012783768225216348
2010-03-18,14.132131576538086,14.225225448608398,14.088088035583496,14.174174308776855,14.157925605773926,71016912,0.001485262328210224,13.82464919090271,13.879796047210693,0.012685685370499139
2010-03-19,14.01401424407959,14.214214324951172,13.945945739746094,14.01401424407959,13.99794864654541,191576232,-0.011299463189951564,13.848695659637452,13.855669574737549,0.012961157601387543
2010-03-22,13.916666984558105,14.18543529510498,13.870870590209961,13.951451301574707,13.935457229614258,160031808,-0.0044643267745216875,13.867067909240722,13.837372264862061,0.01302686001746541
2010-03-23,13.939940452575684,13.971721649169922,13.56356430053711,13.738739013671875,13.722989082336426,219831948,-0.015246586012715557,13.884477901458741,13.810866146087646,0.013092249554024389
2010-03-24,13.651400566101074,14.010259628295898,13.506006240844727,13.947196960449219,13.931208610534668,262345392,0.015173044804520863,13.916798162460328,13.78897933959961,0.013293880827271369
2010-03-25,13.98948860168457,14.314313888549805,13.980480194091797,14.08608627319336,14.069938659667969,157078764,0.009958220640554849,13.962353992462159,13.775181369781494,0.013083570966737278
2010-03-26,14.145895957946777,14.198948860168457,14.014514923095703,14.081331253051758,14.06518840789795,107740152,-0.00033761709165347487,14.007209920883179,13.762983150482178,0.01309706451934911
2010-03-29,14.089089393615723,14.132131576538086,14.028278350830078,14.075325012207031,14.059189796447754,124055820,-0.0004264863915244277,14.044404458999633,13.749285163879394,0.01299004391171623
2010-03-30,14.084835052490234,14.204955101013184,14.021020889282227,14.18193244934082,14.165674209594727,79036884,0.007574007797652493,14.076462268829346,13.742641124725342,0.01268828192858421
2010-03-31,14.140390396118164,14.257758140563965,14.084334373474121,14.192192077636719,14.175922393798828,121110768,0.0007234519199348366,14.103708219528198,13.732392635345459,0.0126263752295018
2010-04-01,14.29804801940918,14.350601196289062,14.152902603149414,14.234233856201172,14.217916488647461,84023892,0.002962353607903756,14.121468114852906,13.726588497161865,0.012131376572619472
2010-04-05,14.286787033081055,14.386385917663574,14.239238739013672,14.28954029083252,14.27315902709961,75983940,0.0038854172829230205,14.129966926574706,13.72060438156128,0.011556141075243487
2010-04-06,14.250750541687012,14.286537170410156,14.149148941040039,14.219719886779785,14.203418731689453,82321596,-0.004886114929270047,14.137140893936158,13.729708042144775,0.011594150677994965
2010-04-07,14.196697235107422,14.232982635498047,14.060561180114746,14.1026029586792,14.08643627166748,103136760,-0.008236218493014702,14.14132776260376,13.741476325988769,0.011718670703797179
2010-04-08,14.097097396850586,14.26051139831543,14.015265464782715,14.201451301574707,14.185171127319336,77822100,0.007009214662081931,14.130129384994508,13.754009494781494,0.009753848729171975
2010-04-09,14.201451301574707,14.23348331451416,14.114113807678223,14.169670104980469,14.153426170349121,82181736,-0.0022378973567035443,14.1114821434021,13.766067733764649,0.009530414019207593
2010-04-12,14.197948455810547,14.364363670349121,14.169670104980469,14.3325834274292,14.316152572631836,94001904,0.011497315231249194,14.102970933914184,13.78528491973877,0.009936646906707489
2010-04-13,14.327577590942383,14.736737251281738,14.292543411254883,14.683934211730957,14.66710090637207,156335508,0.02451415154733283,14.132454109191894,13.813695755004883,0.009171767292824446
2010-04-14,14.766265869140625,14.823323249816895,14.61486530303955,14.739740371704102,14.722843170166016,135971892,0.0038004963727853447,14.162199783325196,13.841681671142577,0.009173723080835328
2010-04-15,14.819068908691406,14.96096134185791,14.721972465515137,14.8973970413208,14.880318641662598,270201528,0.010695995989122853,14.199369287490844,13.873766956329346,0.009362839365026299
2010-04-16,14.089089393615723,14.23448371887207,13.754505157470703,13.767518043518066,13.75173568725586,488930580,-0.07584400452601059,14.179059791564942,13.878431301116944,0.019894373902723837
2010-04-19,13.732481956481934,13.863614082336426,13.638639450073242,13.766265869140625,13.750484466552734,155604240,-9.098638394311465e-05,14.166686582565308,13.890089569091797,0.019754031778140724
2010-04-20,13.868118286132812,14.005505561828613,13.790289878845215,13.88988971710205,13.873966217041016,118976904,0.008980174537751351,14.163612031936646,13.901962814331055,0.019847683210372363
2010-04-21,13.925424575805664,14.020270347595215,13.817817687988281,13.871371269226074,13.855469703674316,95564340,-0.0013331813756314315,14.17023606300354,13.912376308441162,0.019527389913346977
2010-04-22,13.813814163208008,13.826326370239258,13.597347259521484,13.690190315246582,13.6744966506958,131096772,-0.01306148812338881,14.157400465011596,13.917685546875,0.019444067560986312
2010-04-23,13.694945335388184,13.746747016906738,13.570320129394531,13.638387680053711,13.622753143310547,83492424,-0.003783942378794647,14.135041189193725,13.922954750061034,0.01928820434408997
2010-04-26,13.637887954711914,13.638387680053711,13.24349308013916,13.304304122924805,13.28905200958252,174577248,-0.024495865866283495,14.096234369277955,13.920575103759766,0.019960925964879684
2010-04-27,13.236987113952637,13.471721649169922,13.193943977355957,13.239740371704102,13.224562644958496,153634212,-0.004852819040629952,14.054503011703492,13.918545417785644,0.019959657445969427
2010-04-28,13.315815925598145,13.384134292602539,13.038788795471191,13.242993354797363,13.227811813354492,136107756,0.00024569193577339554,14.00760989189148,13.912491302490235,0.019824860623135283
2010-04-29,13.3475980758667,13.425926208496094,13.179929733276367,13.313312530517578,13.298050880432129,122233644,0.005309953609010654,13.963716316223145,13.909386749267577,0.019899330883751294
2010-04-30,13.291542053222656,13.45545482635498,13.149148941040039,13.155655860900879,13.14057445526123,97318584,-0.0118420681787752,13.909849214553834,13.900628032684326,0.019941326865313327
2010-05-03,13.175676345825195,13.336336135864258,13.14013957977295,13.278278350830078,13.263056755065918,74237688,0.009320924303704903,13.859344100952148,13.895548782348634,0.02008717477261831
2010-05-04,13.176176071166992,13.181681632995605,12.617868423461914,12.671921730041504,12.657395362854004,242808948,-0.04566529446393097,13.782042932510375,13.877336444854736,0.022197834746034085
2010-05-05,12.537036895751953,12.905905723571777,12.524273872375488,12.756756782531738,12.742133140563965,183104712,0.006694724726592938,13.7148277759552,13.864683322906494,0.02235163427055306
2010-05-06,12.731480598449707,12.950950622558594,11.51151180267334,12.479228973388672,12.464922904968262,199803996,-0.021755402532501966,13.628815364837646,13.8482857131958,0.022479757453451425
2010-05-07,12.511761665344238,12.645646095275879,12.045294761657715,12.340841293334961,12.32669448852539,203356440,-0.011089392008014398,13.53747878074646,13.831643161773682,0.02248487942760149
2010-05-10,12.862112045288086,13.08358383178711,12.827828407287598,13.054304122924805,13.039339065551758,164954880,0.05781311264668321,13.473638105392457,13.829068546295167,0.026480978060773736
2010-05-11,12.904655456542969,13.010009765625,12.718217849731445,12.738988876342773,12.724385261535645,132771096,-0.024154123336525557,13.376502323150635,13.817250270843505,0.025921912101529165
2010-05-12,12.813814163208008,12.813814163208008,12.562562942504883,12.6473970413208,12.632898330688477,153917928,-0.007189890039224323,13.272005081176758,13.799417877197266,0.02580257838267428
2010-05-13,12.925424575805664,13.06306266784668,12.772022247314453,12.784785270690918,12.770129203796387,132898968,0.010862976137039126,13.166495609283448,13.782200393676758,0.025808735815501565
2010-05-14,12.757006645202637,12.787537574768066,12.418668746948242,12.700950622558594,12.68639087677002,164475360,-0.006557359419783526,13.113228368759156,13.758673839569092,0.02015399434657669
2010-05-17,12.682182312011719,12.721721649169922,12.471220970153809,12.71196174621582,12.697388648986816,111640248,0.0008668952678207997,13.06057357788086,13.730557956695556,0.02016448837739155
2010-05-18,12.762763023376465,12.787036895751953,12.439188957214355,12.471721649169922,12.45742416381836,112906980,-0.018898727273942706,12.989746475219727,13.698507652282714,0.020199240007390363
2010-05-19,12.41891860961914,12.49849796295166,12.205705642700195,12.373123168945312,12.358939170837402,137690172,-0.00790572687305613,12.91491994857788,13.665632457733155,0.0201868523122864
2010-05-20,12.13888931274414,12.151652336120605,11.856857299804688,11.887137413024902,11.873510360717773,196335468,-0.039277546673671115,12.82487063407898,13.614919891357422,0.021510942475546975
2010-05-21,11.738238334655762,12.137137413024902,11.621622085571289,11.81306266784668,11.799520492553711,387244368,-0.0062315074410386195,12.733709001541138,13.56038288116455,0.021499734043297653
2010-05-24,12.030280113220215,12.257006645202637,11.93193244934082,11.940940856933594,11.927251815795898,173650176,0.01082512830269633,12.665618991851806,13.509200382232667,0.02143232991086018
2010-05-25,11.71546459197998,11.948198318481445,11.611862182617188,11.938689231872559,11.925003051757812,120575304,-0.00018853999838486235,12.600641012191772,13.466151695251465,0.021461366307706415
2010-05-26,12.063814163208008,12.256256103515625,11.886886596679688,11.898649215698242,11.885008811950684,138884976,-0.0033538138005955176,12.533500862121581,13.421293277740478,0.021430653863019566
2010-05-27,12.135886192321777,12.320070266723633,12.038288116455078,12.273774147033691,12.259703636169434,112251636,0.03152667618066762,12.481583499908448,13.383748779296875,0.022856596181058394
2010-05-28,12.330830574035645,12.348599433898926,12.08708667755127,12.152902603149414,12.138970375061035,115676208,-0.009847975505068662,12.431503295898438,13.343369674682616,0.02282404063920289
