Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,148.25,148.25,143.875,145.4375,93.2901840209961,8164300
2000-01-04,143.53125,144.0625,139.640625,139.75,89.64196014404297,8089800
2000-01-05,139.9375,141.53125,137.25,140.0,89.80230712890625,12177900
2000-01-06,139.625,141.5,137.75,137.75,88.35906219482422,6227200
2000-01-07,140.3125,145.75,140.0625,145.75,93.49064636230469,8066500
2000-01-10,146.25,146.90625,145.03125,146.25,93.8113021850586,5741700
2000-01-11,145.8125,146.09375,143.5,144.5,92.68880462646484,7503700
2000-01-12,144.59375,144.59375,142.875,143.0625,91.76676177978516,6907700
2000-01-13,144.46875,145.75,143.28125,145.0,93.00951385498047,5158300
2000-01-14,146.53125,147.46875,145.96875,146.96875,94.27238464355469,7437300
2000-01-18,145.34375,146.625,145.1875,145.8125,93.53070831298828,6488500
2000-01-19,145.3125,147.0,145.0,147.0,94.29248046875,6157900
2000-01-20,146.96875,146.96875,143.8125,144.75,92.84918212890625,5800100
2000-01-21,145.5,145.5,144.0625,144.4375,92.64872741699219,6244800
2000-01-24,145.65625,145.84375,139.40625,140.34375,90.02279663085938,7896900
2000-01-25,140.515625,141.9375,139.0,141.9375,91.0450668334961,9942500
2000-01-26,141.0,141.546875,140.09375,140.8125,90.32349395751953,5158100
2000-01-27,141.84375,142.21875,138.125,140.25,89.96268463134766,10922700
2000-01-28,139.4375,140.0625,135.53125,135.875,87.15634155273438,11916200
2000-01-31,135.8125,139.671875,135.0,139.5625,89.5217514038086,10768700
2000-02-01,139.75,141.6875,138.53125,140.9375,90.40367126464844,8419900
2000-02-02,141.28125,142.25,140.375,141.0625,90.48383331298828,6205900
2000-02-03,140.875,143.25,140.0,143.1875,91.84693908691406,7997500
2000-02-04,143.1875,144.0,142.125,142.59375,91.466064453125,4925400
2000-02-07,142.5625,142.78125,141.4375,142.375,91.32572937011719,5845800
2000-02-08,143.96875,144.5625,143.625,144.3125,92.56853485107422,4936400
2000-02-09,144.46875,144.46875,141.265625,141.28125,90.62413787841797,8511500
2000-02-10,141.625,142.5625,140.875,141.5625,90.80455780029297,6690600
2000-02-11,141.84375,141.9375,138.03125,138.6875,88.96041107177734,9849800
2000-02-14,139.78125,139.78125,138.3125,139.5,89.48157501220703,8528800
2000-02-15,139.25,141.21875,137.796875,141.078125,90.49391174316406,11078300
2000-02-16,140.375,140.9375,138.796875,139.0,89.160888671875,8845400
2000-02-17,140.4375,140.4375,138.21875,138.28125,88.69985961914062,7584200
2000-02-18,138.875,138.875,134.625,135.3125,86.79560089111328,9409200
2000-02-22,135.1875,136.34375,133.53125,134.96875,86.57502746582031,16415400
2000-02-23,135.625,137.46875,134.5,136.5625,87.59736633300781,12119000
2000-02-24,136.6875,137.03125,133.09375,133.8125,85.83338928222656,17375000
2000-02-25,135.1875,136.71875,133.125,133.328125,85.5226821899414,10559900
2000-02-28,133.375,136.6875,132.71875,136.125,87.31676483154297,13397800
2000-02-29,136.0625,137.4375,135.75,137.4375,88.15863800048828,8242500
2000-03-01,137.625,139.0,137.21875,138.4375,88.8000717163086,6868000
2000-03-02,138.6875,139.125,137.34375,138.53125,88.86019134521484,7600200
2000-03-03,140.4375,141.71875,139.71875,141.125,90.52396392822266,12770300
2000-03-06,140.8125,141.34375,138.75,139.75,89.64196014404297,11967100
2000-03-07,140.0,140.15625,135.21875,137.046875,87.90805053710938,20062000
