Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,MA20,MA50,Volatility
2010-03-16,110.0199966430664,110.56999969482422,109.69999694824219,110.4000015258789,110.4000015258789,17749300,0.01882614344810607,109.39299964904785,108.82860000610351,0.008320736418339999
2010-03-17,110.18000030517578,110.45999908447266,109.55000305175781,109.58999633789062,109.58999633789062,13784300,-0.0073370034129791595,109.40999946594238,108.82439987182617,0.008460999111121368
2010-03-18,110.0999984741211,110.61000061035156,109.5,110.33999633789062,110.33999633789062,13848400,0.006843690346403308,109.42799911499023,108.83719985961915,0.008467606030416472
2010-03-19,108.27999877929688,110.29000091552734,107.8499984741211,108.27999877929688,108.27999877929688,24329100,-0.018669545286964517,109.36849899291992,108.77259979248046,0.009417363637080615
2010-03-22,107.30999755859375,108.0,106.94999694824219,107.75,107.75,11579400,-0.004894706180937014,109.30249900817871,108.71119979858399,0.009443255179943794
2010-03-23,107.5,108.5,107.33999633789062,108.31999969482422,108.31999969482422,11274400,0.005290020369598247,109.3239990234375,108.65019973754883,0.009206792772722553
2010-03-24,106.94000244140625,107.06999969482422,106.23999786376953,106.30000305175781,106.30000305175781,14236700,-0.018648418101527398,109.27099914550782,108.51919982910157,0.010082040111290382
2010-03-25,107.0,107.25,106.4800033569336,106.77999877929688,106.77999877929688,16866700,0.004515481785126063,109.19449920654297,108.4449998474121,0.009916956836455559
2010-03-26,107.16000366210938,108.69999694824219,106.81999969482422,108.58999633789062,108.58999633789062,17433600,0.016950717168810137,109.15249900817871,108.38599975585937,0.01040133807529348
2010-03-29,108.87000274658203,109.16999816894531,108.4000015258789,108.75,108.75,11527000,0.0014734659499526792,109.11849899291992,108.32039978027343,0.01040904249644064
2010-03-30,108.56999969482422,108.66000366210938,107.87000274658203,107.97000122070312,107.97000122070312,9817700,-0.007172402568247138,108.96599922180175,108.26259979248047,0.009905081922449505
2010-03-31,109.44000244140625,109.5,108.8499984741211,108.94999694824219,108.94999694824219,14006800,0.009076555677125953,108.83199920654297,108.21119979858399,0.01006633928522945
2010-04-01,109.97000122070312,110.47000122070312,109.91999816894531,110.26000213623047,110.26000213623047,11370500,0.012023912112733903,108.80349922180176,108.23759979248047,0.010374191120804975
2010-04-05,110.55999755859375,110.9800033569336,110.2699966430664,110.88999938964844,110.88999938964844,8207900,0.0057137424379838375,108.8074993133545,108.3079997253418,0.010458353816203438
2010-04-06,110.88999938964844,111.51000213623047,110.83000183105469,111.02999877929688,111.02999877929688,10322300,0.0012625069025071767,108.86499938964843,108.38519973754883,0.010267372770093037
2010-04-07,111.8499984741211,112.93000030517578,111.7699966430664,112.48999786376953,112.48999786376953,19139500,0.013149591106227154,109.00349922180176,108.48539962768555,0.0106286857953022
2010-04-08,112.47000122070312,112.9800033569336,112.12999725341797,112.6500015258789,112.6500015258789,12445400,0.0014223812352023302,109.21249923706054,108.58719970703125,0.010200831567668153
2010-04-09,113.08999633789062,114.06999969482422,112.73999786376953,113.63999938964844,113.63999938964844,16427800,0.008788263207809122,109.46449928283691,108.72939971923829,0.010312288322109104
2010-04-12,113.63999938964844,114.12999725341797,112.9800033569336,113.01000213623047,113.01000213623047,11118900,-0.0055437984583037725,109.71749954223633,108.85999969482423,0.010294027913180518
2010-04-13,113.12000274658203,113.16000366210938,112.05999755859375,112.69000244140625,112.69000244140625,11261100,-0.002831605068359111,109.93399963378906,108.99459976196289,0.010351304454454145
2010-04-14,113.2300033569336,113.66000366210938,112.77999877929688,113.02999877929688,113.02999877929688,10572100,0.0030170940680156466,110.06549949645996,109.0881997680664,0.009574190838014402
2010-04-15,112.9000015258789,113.70999908447266,112.8499984741211,113.6500015258789,113.6500015258789,10952100,0.005485293756329668,110.26849975585938,109.17859985351562,0.009398625145420041
2010-04-16,112.5,113.06999969482422,110.54000091552734,111.23999786376953,111.23999786376953,24572600,-0.021205487283346813,110.31349983215333,109.22939987182617,0.010628504831014844
2010-04-19,110.87999725341797,111.36000061035156,110.66999816894531,111.1500015258789,111.1500015258789,7993700,-0.0008090285834133626,110.45699996948242,109.36499984741211,0.009641065515902731
2010-04-20,111.7300033569336,112.20999908447266,111.33000183105469,111.45999908447266,111.45999908447266,7019800,0.002789001838399141,110.64249992370605,109.50059982299804,0.00953146117714778
2010-04-21,111.81999969482422,112.63999938964844,111.4800033569336,112.30999755859375,112.30999755859375,6842900,0.00762604056256011,110.84199981689453,109.66599975585937,0.009591412234402368
2010-04-22,111.79000091552734,112.01000213623047,110.76000213623047,111.83999633789062,111.83999633789062,9598900,-0.004184856476894816,111.11899948120117,109.794599609375,0.008440387584551692
2010-04-23,111.26000213623047,113.30000305175781,111.08999633789062,113.19000244140625,113.19000244140625,12505800,0.012070870419532032,111.43949966430664,109.95599960327148,0.008696881437244345
2010-04-26,112.87999725341797,113.19999694824219,112.62999725341797,112.75,112.75,8335400,-0.0038872906786446837,111.6474998474121,110.06839965820312,0.00816381492117644
2010-04-27,112.43000030517578,114.81999969482422,112.33999633789062,114.62999725341797,114.62999725341797,25057100,0.016674033289738155,111.94149971008301,110.22019958496094,0.008803244611249138
2010-04-28,114.02999877929688,114.98999786376953,113.62999725341797,114.30999755859375,114.30999755859375,26891900,-0.0027915877387381105,112.25849952697754,110.31399948120117,0.008597469878929927
2010-04-29,113.8499984741211,114.5199966430664,113.83999633789062,114.27999877929688,114.27999877929688,10374300,-0.0002624335573229164,112.52499961853027,110.41459945678712,0.008496932648515294
2010-04-30,115.26000213623047,115.69999694824219,115.20999908447266,115.36000061035156,115.36000061035156,13403100,0.009450488647102961,112.77999954223633,110.52219940185547,0.008362347899173743
2010-05-03,115.91000366210938,116.27999877929688,115.52999877929688,115.7300033569336,115.7300033569336,13570800,0.003207374693346088,113.02199974060059,110.64739944458007,0.008327150410332518
2010-05-04,116.38999938964844,116.43000030517578,114.16999816894531,114.87000274658203,114.87000274658203,21512100,-0.007431094663491455,113.21399993896485,110.76339950561524,0.008599538325220382
2010-05-05,113.58000183105469,115.23999786376953,113.30999755859375,115.08999633789062,115.08999633789062,21616700,0.0019151526599501256,113.3439998626709,110.90739944458008,0.008171051011739958
2010-05-06,115.62000274658203,118.62000274658203,115.56999969482422,118.48999786376953,118.48999786376953,50546300,0.02954211168707399,113.63599967956543,111.12999938964843,0.010345745693255559
2010-05-07,117.63999938964844,118.87999725341797,116.73999786376953,118.2699966430664,118.2699966430664,34272700,-0.0018567071032954408,113.86749954223633,111.3291993713379,0.010283227098183778
2010-05-10,117.5,117.9000015258789,116.80999755859375,117.56999969482422,117.56999969482422,28433800,-0.00591863505631729,114.09549942016602,111.49199935913086,0.01029812396148852
2010-05-11,119.45999908447266,120.87000274658203,118.97000122070312,120.66000366210938,120.66000366210938,36731800,0.026282248662974128,114.49399948120117,111.71659942626952,0.011555666198462333
2010-05-12,121.27999877929688,122.23999786376953,120.7699966430664,121.4000015258789,121.4000015258789,32703600,0.006132917630615964,114.91249961853028,111.92419952392578,0.011570011590664436
2010-05-13,121.29000091552734,121.70999908447266,120.0999984741211,120.55999755859375,120.55999755859375,22340400,-0.0069193077160389915,115.25799942016602,112.1027995300293,0.011796238482299033
2010-05-14,121.87999725341797,122.0199966430664,119.12000274658203,120.37000274658203,120.37000274658203,34643200,-0.0015759357652556094,115.71449966430664,112.29359954833984,0.010409533309506622
2010-05-17,120.55000305175781,121.12000274658203,119.29000091552734,119.36000061035156,119.36000061035156,27898000,-0.008390812604340048,116.12499961853027,112.464599609375,0.010727193820114047
2010-05-18,118.86000061035156,120.31999969482422,118.5,119.48999786376953,119.48999786376953,26595300,0.0010891190746751267,116.52649955749511,112.65679962158202,0.010740879963999167
2010-05-19,118.19000244140625,118.43000030517578,116.08000183105469,116.62999725341797,116.62999725341797,34412400,-0.023935062862853518,116.74249954223633,112.79499954223633,0.012312279716087804
2010-05-20,116.13999938964844,116.94999694824219,115.18000030517578,115.83999633789062,115.83999633789062,28908200,-0.006773565413114135,116.94249954223633,112.94239944458008,0.012393623104439437
2010-05-21,115.05000305175781,116.23999786376953,114.51000213623047,115.22000122070312,115.22000122070312,20098300,-0.005352167962601184,117.04399948120117,113.07479949951171,0.012247457531437925
2010-05-24,116.33999633789062,117.16999816894531,116.04000091552734,116.83999633789062,116.83999633789062,14300500,0.014060016490404337,117.24849929809571,113.25259948730469,0.012527895378358097
